sample_id,v_A,v_B,mechanism,reserve_regime,reserve,bid_A,bid_B,winner,no_allocation,payment,winner_value,winner_utility,user_compensation,highest_value_platform,highest_value_platform_won,allocative_efficiency,efficient_given_allocation
57,0.8181972760510281,0.47114488884807315,first_price,portable,0.2,0.43354262065098625,0.2780222310467867,A,False,0.43354262065098625,0.8181972760510281,0.38465465540004184,0.43354262065098625,A,True,1.0,1.0
58,0.9957892620936898,0.5893853697796331,first_price,portable,0.2,0.5179792019107133,0.3286263402288994,A,False,0.5179792019107133,0.9957892620936898,0.47781006018297645,0.5179792019107133,A,True,1.0,1.0
59,0.5043578180040955,0.7610882257608064,first_price,portable,0.2,0.2918332958005837,0.40682227528398973,B,False,0.40682227528398973,0.7610882257608064,0.35426595047681664,0.40682227528398973,B,True,1.0,1.0
60,0.020606969717641532,0.8678396099701178,first_price,portable,0.2,,0.45696553805627543,B,False,0.45696553805627543,0.8678396099701178,0.41087407191384234,0.45696553805627543,B,True,1.0,1.0
61,0.38187731555058224,0.7574893233216354,first_price,portable,0.2,0.2433114989616403,0.4051476740654003,B,False,0.4051476740654003,0.7574893233216354,0.3523416492562351,0.4051476740654003,B,True,1.0,1.0
62,0.25434951526155236,0.6710486332650423,first_price,portable,0.2,0.2058067140527636,0.36532841578206915,B,False,0.36532841578206915,0.6710486332650423,0.3057202174829731,0.36532841578206915,B,True,1.0,1.0
63,0.2290899522751032,0.8148285937286047,first_price,portable,0.2,0.20184692806245733,0.43195933634123246,B,False,0.43195933634123246,0.8148285937286047,0.38286925738737226,0.43195933634123246,B,True,1.0,1.0
64,0.19335077834514725,0.27596454331330456,first_price,portable,0.2,,0.21045535011765534,B,False,0.21045535011765534,0.27596454331330456,0.06550919319564921,0.21045535011765534,B,True,1.0,1.0
65,0.567331467399038,0.01917124551114613,first_price,portable,0.2,0.3189184935925866,,A,False,0.3189184935925866,0.567331467399038,0.24841297380645133,0.3189184935925866,A,True,1.0,1.0
66,0.19679656467450124,0.1742618837505322,first_price,portable,0.2,,,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
67,0.9456230239434079,0.5676073803401404,first_price,portable,0.2,0.49396158921558986,0.3190393137590639,A,False,0.49396158921558986,0.9456230239434079,0.45166143472781806,0.49396158921558986,A,True,1.0,1.0
68,0.29590869585549007,0.40582544387423714,first_price,portable,0.2,0.21554276381454007,0.25219499416004476,B,False,0.25219499416004476,0.40582544387423714,0.15363044971419237,0.25219499416004476,B,True,1.0,1.0
69,0.9752764541006941,0.5618623347954564,first_price,portable,0.2,0.5081452329520143,0.31652707543680497,A,False,0.5081452329520143,0.9752764541006941,0.4671312211486798,0.5081452329520143,A,True,1.0,1.0
70,0.5897535250897081,0.948177758077408,first_price,portable,0.2,0.3287892347033846,0.49518197031786815,B,False,0.49518197031786815,0.948177758077408,0.45299578775953986,0.49518197031786815,B,True,1.0,1.0
71,0.6186950465413095,0.19651006462736653,first_price,portable,0.2,0.34167362659377976,,A,False,0.34167362659377976,0.6186950465413095,0.2770214199475297,0.34167362659377976,A,True,1.0,1.0
72,0.271018445992553,0.3893651243819318,first_price,portable,0.2,0.2093049379955041,0.24604823093633052,B,False,0.24604823093633052,0.3893651243819318,0.1433168934456013,0.24604823093633052,B,True,1.0,1.0
73,0.933096061653582,0.09907321797660473,first_price,portable,0.2,0.4879820512046684,,A,False,0.4879820512046684,0.933096061653582,0.44511401044891363,0.4879820512046684,A,True,1.0,1.0
74,0.9093607669072473,0.3921001611872541,first_price,portable,0.2,0.4766738548324477,0.24705745569758336,A,False,0.4766738548324477,0.9093607669072473,0.43268691207479965,0.4766738548324477,A,True,1.0,1.0
75,0.3480878179007777,0.9073102291241408,first_price,portable,0.2,0.23150067408688382,0.4756982915901821,B,False,0.4756982915901821,0.9073102291241408,0.4316119375339587,0.4756982915901821,B,True,1.0,1.0
76,0.18768400688112574,0.7020442188877447,first_price,portable,0.2,,0.3795103434637838,B,False,0.3795103434637838,0.7020442188877447,0.3225338754239609,0.3795103434637838,B,True,1.0,1.0
77,0.4147451616912261,0.20076075972705443,first_price,portable,0.2,0.2555949637624988,0.20000144140558918,A,False,0.2555949637624988,0.4147451616912261,0.1591501979287273,0.2555949637624988,A,True,1.0,1.0
78,0.7223604420938846,0.5108443454132371,first_price,portable,0.2,0.38886722996180845,0.2945730416152709,A,False,0.38886722996180845,0.7223604420938846,0.33349321213207617,0.38886722996180845,A,True,1.0,1.0
79,0.29386378189372,0.790970573768632,first_price,portable,0.2,0.21499063527770537,0.4207706775970307,B,False,0.4207706775970307,0.790970573768632,0.3701998961716013,0.4207706775970307,B,True,1.0,1.0
80,0.7273752974568529,0.463095489801703,first_price,portable,0.2,0.39118377084025335,0.27473538209542664,A,False,0.39118377084025335,0.7273752974568529,0.33619152661659957,0.39118377084025335,A,True,1.0,1.0
81,0.15804963906187908,0.71883464250143,first_price,portable,0.2,,0.3872401316962484,B,False,0.3872401316962484,0.71883464250143,0.33159451080518165,0.3872401316962484,B,True,1.0,1.0
82,0.8846803589218445,0.0357694458939688,first_price,portable,0.2,0.46494721464408595,,A,False,0.46494721464408595,0.8846803589218445,0.41973314427775854,0.46494721464408595,A,True,1.0,1.0
83,0.5367307084391796,0.677909043295985,first_price,portable,0.2,0.3056279883218201,0.3684570046105449,B,False,0.3684570046105449,0.677909043295985,0.3094520386854401,0.3684570046105449,B,True,1.0,1.0
84,0.039955226591254944,0.8461838671180197,first_price,portable,0.2,,0.44672745862298574,B,False,0.44672745862298574,0.8461838671180197,0.399456408495034,0.44672745862298574,B,True,1.0,1.0
85,0.5721695151294799,0.8616996087117331,first_price,portable,0.2,0.3210394335325326,0.4540597487469295,B,False,0.4540597487469295,0.8616996087117331,0.4076398599648036,0.4540597487469295,B,True,1.0,1.0
86,0.6812189295189374,0.13900939131425294,first_price,portable,0.2,0.36996860193747333,,A,False,0.36996860193747333,0.6812189295189374,0.31125032758146404,0.36996860193747333,A,True,1.0,1.0
87,0.31823347404044333,0.6302287101797365,first_price,portable,0.2,0.22196367686621113,0.34684886619187144,B,False,0.34684886619187144,0.6302287101797365,0.28337984398786503,0.34684886619187144,B,True,1.0,1.0
88,0.13520230403557,0.541275434221177,first_price,portable,0.2,,0.30758748193554736,B,False,0.30758748193554736,0.541275434221177,0.2336879522856296,0.30758748193554736,B,True,1.0,1.0
89,0.8794084336523541,0.4721348201403648,first_price,portable,0.2,0.46244677788729416,0.27842819166653665,A,False,0.46244677788729416,0.8794084336523541,0.41696165576505995,0.46244677788729416,A,True,1.0,1.0
90,0.8189660349316603,0.5897106283196755,first_price,portable,0.2,0.43390405466021015,0.32877025318169006,A,False,0.43390405466021015,0.8189660349316603,0.38506198027145017,0.43390405466021015,A,True,1.0,1.0
91,0.42795179330678346,0.30671540810785336,first_price,portable,0.2,0.2607101324079846,0.21856473138711888,A,False,0.2607101324079846,0.42795179330678346,0.16724166089879888,0.2607101324079846,A,True,1.0,1.0
92,0.8868044478195107,0.5787793745941794,first_price,portable,0.2,0.46595511034280873,0.3239451688465546,A,False,0.46595511034280873,0.8868044478195107,0.420849337476702,0.46595511034280873,A,True,1.0,1.0
93,0.5673754064923058,0.974302383183546,first_price,portable,0.2,0.3189377330696983,0.507678699627471,B,False,0.507678699627471,0.974302383183546,0.466623683556075,0.507678699627471,B,True,1.0,1.0
94,0.7537777741335977,0.03303588659277035,first_price,portable,0.2,0.4034219060629987,,A,False,0.4034219060629987,0.7537777741335977,0.350355868070599,0.4034219060629987,A,True,1.0,1.0
95,0.6843112001490067,0.25707414220332214,first_price,portable,0.2,0.3713820689612395,0.20633563858334047,A,False,0.3713820689612395,0.6843112001490067,0.3129291311877672,0.3713820689612395,A,True,1.0,1.0
96,0.10049008514252944,0.3300839270378466,first_price,portable,0.2,,0.2256326144466398,B,False,0.2256326144466398,0.3300839270378466,0.10445131259120682,0.2256326144466398,B,True,1.0,1.0
97,0.06240735113539664,0.5470344565126419,first_price,portable,0.2,,0.3100779965258382,B,False,0.3100779965258382,0.5470344565126419,0.23695645998680376,0.3100779965258382,B,True,1.0,1.0
98,0.24616766841629356,0.8929253521721466,first_price,portable,0.2,0.2043292720378542,0.4688609649814974,B,False,0.4688609649814974,0.8929253521721466,0.42406438719064926,0.4688609649814974,B,True,1.0,1.0
99,0.12332426210329894,0.29817084176128084,first_price,portable,0.2,,0.2161610607448906,B,False,0.2161610607448906,0.29817084176128084,0.08200978101639023,0.2161610607448906,B,True,1.0,1.0
0,0.8590731872829143,0.9412268396025271,second_price,locked,0.5,0.8590731872829143,0.9412268396025271,B,False,0.8590731872829143,0.9412268396025271,0.0821536523196128,0.8590731872829143,B,True,1.0,1.0
1,0.2362183924572261,0.6787825442456612,second_price,locked,0.5,0.2362183924572261,0.6787825442456612,B,False,0.5,0.6787825442456612,0.1787825442456612,0.5,B,True,1.0,1.0
2,0.980543205345165,0.10647728395927636,second_price,locked,0.5,0.980543205345165,0.10647728395927636,A,False,0.5,0.980543205345165,0.48054320534516504,0.5,A,True,1.0,1.0
3,0.4862863009385532,0.956191760759899,second_price,locked,0.5,0.4862863009385532,0.956191760759899,B,False,0.5,0.956191760759899,0.456191760759899,0.5,B,True,1.0,1.0
4,0.6528786851950356,0.24457780440324572,second_price,locked,0.5,0.6528786851950356,0.24457780440324572,A,False,0.5,0.6528786851950356,0.15287868519503556,0.5,A,True,1.0,1.0
5,0.15638156806801617,0.12362349739914524,second_price,locked,0.5,0.15638156806801617,0.12362349739914524,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
6,0.6458246662193923,0.07102702133529726,second_price,locked,0.5,0.6458246662193923,0.07102702133529726,A,False,0.5,0.6458246662193923,0.14582466621939227,0.5,A,True,1.0,1.0
7,0.11058094237508886,0.10974701087464911,second_price,locked,0.5,0.11058094237508886,0.10974701087464911,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
8,0.44019556186189424,0.9632868976504203,second_price,locked,0.5,0.44019556186189424,0.9632868976504203,B,False,0.5,0.9632868976504203,0.4632868976504203,0.5,B,True,1.0,1.0
9,0.23759987295431606,0.023594128894156463,second_price,locked,0.5,0.23759987295431606,0.023594128894156463,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
10,0.20265514445609456,0.6607414494941878,second_price,locked,0.5,0.20265514445609456,0.6607414494941878,B,False,0.5,0.6607414494941878,0.16074144949418778,0.5,B,True,1.0,1.0
11,0.8077555902441371,0.42317148692289663,second_price,locked,0.5,0.8077555902441371,0.42317148692289663,A,False,0.5,0.8077555902441371,0.3077555902441371,0.5,A,True,1.0,1.0
12,0.22397886182321647,0.059241648613108655,second_price,locked,0.5,0.22397886182321647,0.059241648613108655,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
13,0.34684481302478287,0.7393842425706972,second_price,locked,0.5,0.34684481302478287,0.7393842425706972,B,False,0.5,0.7393842425706972,0.23938424257069724,0.5,B,True,1.0,1.0
14,0.19484209792223206,0.6726955621360392,second_price,locked,0.5,0.19484209792223206,0.6726955621360392,B,False,0.5,0.6726955621360392,0.1726955621360392,0.5,B,True,1.0,1.0
15,0.7311453587000503,0.5675944114113629,second_price,locked,0.5,0.7311453587000503,0.5675944114113629,A,False,0.5675944114113629,0.7311453587000503,0.16355094728868735,0.5675944114113629,A,True,1.0,1.0
16,0.7755902320148101,0.26410642340273816,second_price,locked,0.5,0.7755902320148101,0.26410642340273816,A,False,0.5,0.7755902320148101,0.27559023201481014,0.5,A,True,1.0,1.0
17,0.07722556088821719,0.5053263824920392,second_price,locked,0.5,0.07722556088821719,0.5053263824920392,B,False,0.5,0.5053263824920392,0.0053263824920392056,0.5,B,True,1.0,1.0
18,0.4002450162910588,0.2932002694562976,second_price,locked,0.5,0.4002450162910588,0.2932002694562976,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
19,0.6838680097814209,0.9149490986939306,second_price,locked,0.5,0.6838680097814209,0.9149490986939306,B,False,0.6838680097814209,0.9149490986939306,0.23108108891250967,0.6838680097814209,B,True,1.0,1.0
20,0.3152329886058217,0.8145098362535278,second_price,locked,0.5,0.3152329886058217,0.8145098362535278,B,False,0.5,0.8145098362535278,0.3145098362535278,0.5,B,True,1.0,1.0
21,0.5343808044205921,0.5866383287178556,second_price,locked,0.5,0.5343808044205921,0.5866383287178556,B,False,0.5343808044205921,0.5866383287178556,0.05225752429726349,0.5343808044205921,B,True,1.0,1.0
22,0.4059833023740095,0.16300091792777804,second_price,locked,0.5,0.4059833023740095,0.16300091792777804,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
23,0.6650345627678655,0.38146608218300726,second_price,locked,0.5,0.6650345627678655,0.38146608218300726,A,False,0.5,0.6650345627678655,0.16503456276786554,0.5,A,True,1.0,1.0
24,0.08848372825246464,0.7315382885347909,second_price,locked,0.5,0.08848372825246464,0.7315382885347909,B,False,0.5,0.7315382885347909,0.23153828853479086,0.5,B,True,1.0,1.0
25,0.9140533009488766,0.06732560405381482,second_price,locked,0.5,0.9140533009488766,0.06732560405381482,A,False,0.5,0.9140533009488766,0.4140533009488766,0.5,A,True,1.0,1.0
26,0.13178253397002204,0.13460778218998248,second_price,locked,0.5,0.13178253397002204,0.13460778218998248,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
27,0.626766435067227,0.4296985630938005,second_price,locked,0.5,0.626766435067227,0.4296985630938005,A,False,0.5,0.626766435067227,0.12676643506722696,0.5,A,True,1.0,1.0
28,0.9004857821498226,0.17737701781677628,second_price,locked,0.5,0.9004857821498226,0.17737701781677628,A,False,0.5,0.9004857821498226,0.40048578214982256,0.5,A,True,1.0,1.0
29,0.4076563484627981,0.9288983128083946,second_price,locked,0.5,0.4076563484627981,0.9288983128083946,B,False,0.5,0.9288983128083946,0.42889831280839463,0.5,B,True,1.0,1.0
30,0.42852101519318553,0.951253876338505,second_price,locked,0.5,0.42852101519318553,0.951253876338505,B,False,0.5,0.951253876338505,0.451253876338505,0.5,B,True,1.0,1.0
31,0.6009920797114758,0.591882981797754,second_price,locked,0.5,0.6009920797114758,0.591882981797754,A,False,0.591882981797754,0.6009920797114758,0.00910909791372183,0.591882981797754,A,True,1.0,1.0
32,0.2785894008878472,0.106485274833509,second_price,locked,0.5,0.2785894008878472,0.106485274833509,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
33,0.418756256053618,0.19416345590904027,second_price,locked,0.5,0.418756256053618,0.19416345590904027,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
34,0.724751702526013,0.8162249911435105,second_price,locked,0.5,0.724751702526013,0.8162249911435105,B,False,0.724751702526013,0.8162249911435105,0.0914732886174976,0.724751702526013,B,True,1.0,1.0
35,0.4429224945804916,0.16579307663144371,second_price,locked,0.5,0.4429224945804916,0.16579307663144371,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
36,0.38452406937235784,0.8356644625263204,second_price,locked,0.5,0.38452406937235784,0.8356644625263204,B,False,0.5,0.8356644625263204,0.33566446252632043,0.5,B,True,1.0,1.0
37,0.6998615957473938,0.4049082273314234,second_price,locked,0.5,0.6998615957473938,0.4049082273314234,A,False,0.5,0.6998615957473938,0.19986159574739382,0.5,A,True,1.0,1.0
38,0.23240167622945007,0.1587423826577613,second_price,locked,0.5,0.23240167622945007,0.1587423826577613,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
39,0.405368598786786,0.1982357080265129,second_price,locked,0.5,0.405368598786786,0.1982357080265129,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
40,0.03772129075573061,0.019032290084365577,second_price,locked,0.5,0.03772129075573061,0.019032290084365577,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
41,0.1553395307721922,0.0704296195134414,second_price,locked,0.5,0.1553395307721922,0.0704296195134414,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
42,0.7501494956984296,0.4841316306754856,second_price,locked,0.5,0.7501494956984296,0.4841316306754856,A,False,0.5,0.7501494956984296,0.2501494956984296,0.5,A,True,1.0,1.0
43,0.6269060280270113,0.469258517145114,second_price,locked,0.5,0.6269060280270113,0.469258517145114,A,False,0.5,0.6269060280270113,0.12690602802701134,0.5,A,True,1.0,1.0
44,0.46336124347985885,0.2647605527335787,second_price,locked,0.5,0.46336124347985885,0.2647605527335787,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
45,0.15983631864129877,0.2090470250860612,second_price,locked,0.5,0.15983631864129877,0.2090470250860612,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
46,0.2670505297881891,0.47172647145780877,second_price,locked,0.5,0.2670505297881891,0.47172647145780877,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
47,0.06444749345274259,0.11027417828935682,second_price,locked,0.5,0.06444749345274259,0.11027417828935682,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
48,0.3017976870139021,0.638663242670801,second_price,locked,0.5,0.3017976870139021,0.638663242670801,B,False,0.5,0.638663242670801,0.138663242670801,0.5,B,True,1.0,1.0
49,0.3653406416461371,0.2245579634639171,second_price,locked,0.5,0.3653406416461371,0.2245579634639171,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
50,0.09647612724101828,0.2617953082161466,second_price,locked,0.5,0.09647612724101828,0.2617953082161466,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
51,0.7195383596898848,0.8097188924873302,second_price,locked,0.5,0.7195383596898848,0.8097188924873302,B,False,0.7195383596898848,0.8097188924873302,0.09018053279744542,0.7195383596898848,B,True,1.0,1.0
52,0.717874054189142,0.02808203536499576,second_price,locked,0.5,0.717874054189142,0.02808203536499576,A,False,0.5,0.717874054189142,0.21787405418914196,0.5,A,True,1.0,1.0
53,0.5202920087686641,0.09169046326970276,second_price,locked,0.5,0.5202920087686641,0.09169046326970276,A,False,0.5,0.5202920087686641,0.020292008768664105,0.5,A,True,1.0,1.0
54,0.23393970417537202,0.9478964016187994,second_price,locked,0.5,0.23393970417537202,0.9478964016187994,B,False,0.5,0.9478964016187994,0.4478964016187994,0.5,B,True,1.0,1.0
55,0.006441810491450206,0.7060335205998017,second_price,locked,0.5,0.006441810491450206,0.7060335205998017,B,False,0.5,0.7060335205998017,0.20603352059980173,0.5,B,True,1.0,1.0
56,0.08624538641604629,0.06483897989437937,second_price,locked,0.5,0.08624538641604629,0.06483897989437937,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
57,0.8181972760510281,0.47114488884807315,second_price,locked,0.5,0.8181972760510281,0.47114488884807315,A,False,0.5,0.8181972760510281,0.3181972760510281,0.5,A,True,1.0,1.0
58,0.9957892620936898,0.5893853697796331,second_price,locked,0.5,0.9957892620936898,0.5893853697796331,A,False,0.5893853697796331,0.9957892620936898,0.4064038923140567,0.5893853697796331,A,True,1.0,1.0
59,0.5043578180040955,0.7610882257608064,second_price,locked,0.5,0.5043578180040955,0.7610882257608064,B,False,0.5043578180040955,0.7610882257608064,0.25673040775671085,0.5043578180040955,B,True,1.0,1.0
60,0.020606969717641532,0.8678396099701178,second_price,locked,0.5,0.020606969717641532,0.8678396099701178,B,False,0.5,0.8678396099701178,0.3678396099701178,0.5,B,True,1.0,1.0
61,0.38187731555058224,0.7574893233216354,second_price,locked,0.5,0.38187731555058224,0.7574893233216354,B,False,0.5,0.7574893233216354,0.25748932332163543,0.5,B,True,1.0,1.0
62,0.25434951526155236,0.6710486332650423,second_price,locked,0.5,0.25434951526155236,0.6710486332650423,B,False,0.5,0.6710486332650423,0.17104863326504227,0.5,B,True,1.0,1.0
63,0.2290899522751032,0.8148285937286047,second_price,locked,0.5,0.2290899522751032,0.8148285937286047,B,False,0.5,0.8148285937286047,0.3148285937286047,0.5,B,True,1.0,1.0
64,0.19335077834514725,0.27596454331330456,second_price,locked,0.5,0.19335077834514725,0.27596454331330456,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
65,0.567331467399038,0.01917124551114613,second_price,locked,0.5,0.567331467399038,0.01917124551114613,A,False,0.5,0.567331467399038,0.06733146739903795,0.5,A,True,1.0,1.0
66,0.19679656467450124,0.1742618837505322,second_price,locked,0.5,0.19679656467450124,0.1742618837505322,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
67,0.9456230239434079,0.5676073803401404,second_price,locked,0.5,0.9456230239434079,0.5676073803401404,A,False,0.5676073803401404,0.9456230239434079,0.37801564360326756,0.5676073803401404,A,True,1.0,1.0
68,0.29590869585549007,0.40582544387423714,second_price,locked,0.5,0.29590869585549007,0.40582544387423714,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
69,0.9752764541006941,0.5618623347954564,second_price,locked,0.5,0.9752764541006941,0.5618623347954564,A,False,0.5618623347954564,0.9752764541006941,0.41341411930523764,0.5618623347954564,A,True,1.0,1.0
70,0.5897535250897081,0.948177758077408,second_price,locked,0.5,0.5897535250897081,0.948177758077408,B,False,0.5897535250897081,0.948177758077408,0.3584242329876999,0.5897535250897081,B,True,1.0,1.0
71,0.6186950465413095,0.19651006462736653,second_price,locked,0.5,0.6186950465413095,0.19651006462736653,A,False,0.5,0.6186950465413095,0.11869504654130947,0.5,A,True,1.0,1.0
72,0.271018445992553,0.3893651243819318,second_price,locked,0.5,0.271018445992553,0.3893651243819318,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
73,0.933096061653582,0.09907321797660473,second_price,locked,0.5,0.933096061653582,0.09907321797660473,A,False,0.5,0.933096061653582,0.43309606165358205,0.5,A,True,1.0,1.0
74,0.9093607669072473,0.3921001611872541,second_price,locked,0.5,0.9093607669072473,0.3921001611872541,A,False,0.5,0.9093607669072473,0.4093607669072473,0.5,A,True,1.0,1.0
75,0.3480878179007777,0.9073102291241408,second_price,locked,0.5,0.3480878179007777,0.9073102291241408,B,False,0.5,0.9073102291241408,0.40731022912414083,0.5,B,True,1.0,1.0
76,0.18768400688112574,0.7020442188877447,second_price,locked,0.5,0.18768400688112574,0.7020442188877447,B,False,0.5,0.7020442188877447,0.2020442188877447,0.5,B,True,1.0,1.0
77,0.4147451616912261,0.20076075972705443,second_price,locked,0.5,0.4147451616912261,0.20076075972705443,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
78,0.7223604420938846,0.5108443454132371,second_price,locked,0.5,0.7223604420938846,0.5108443454132371,A,False,0.5108443454132371,0.7223604420938846,0.21151609668064753,0.5108443454132371,A,True,1.0,1.0
79,0.29386378189372,0.790970573768632,second_price,locked,0.5,0.29386378189372,0.790970573768632,B,False,0.5,0.790970573768632,0.290970573768632,0.5,B,True,1.0,1.0
80,0.7273752974568529,0.463095489801703,second_price,locked,0.5,0.7273752974568529,0.463095489801703,A,False,0.5,0.7273752974568529,0.22737529745685292,0.5,A,True,1.0,1.0
81,0.15804963906187908,0.71883464250143,second_price,locked,0.5,0.15804963906187908,0.71883464250143,B,False,0.5,0.71883464250143,0.21883464250143003,0.5,B,True,1.0,1.0
82,0.8846803589218445,0.0357694458939688,second_price,locked,0.5,0.8846803589218445,0.0357694458939688,A,False,0.5,0.8846803589218445,0.3846803589218445,0.5,A,True,1.0,1.0
83,0.5367307084391796,0.677909043295985,second_price,locked,0.5,0.5367307084391796,0.677909043295985,B,False,0.5367307084391796,0.677909043295985,0.14117833485680542,0.5367307084391796,B,True,1.0,1.0
84,0.039955226591254944,0.8461838671180197,second_price,locked,0.5,0.039955226591254944,0.8461838671180197,B,False,0.5,0.8461838671180197,0.34618386711801974,0.5,B,True,1.0,1.0
85,0.5721695151294799,0.8616996087117331,second_price,locked,0.5,0.5721695151294799,0.8616996087117331,B,False,0.5721695151294799,0.8616996087117331,0.28953009358225323,0.5721695151294799,B,True,1.0,1.0
86,0.6812189295189374,0.13900939131425294,second_price,locked,0.5,0.6812189295189374,0.13900939131425294,A,False,0.5,0.6812189295189374,0.18121892951893737,0.5,A,True,1.0,1.0
87,0.31823347404044333,0.6302287101797365,second_price,locked,0.5,0.31823347404044333,0.6302287101797365,B,False,0.5,0.6302287101797365,0.13022871017973647,0.5,B,True,1.0,1.0
88,0.13520230403557,0.541275434221177,second_price,locked,0.5,0.13520230403557,0.541275434221177,B,False,0.5,0.541275434221177,0.041275434221176965,0.5,B,True,1.0,1.0
89,0.8794084336523541,0.4721348201403648,second_price,locked,0.5,0.8794084336523541,0.4721348201403648,A,False,0.5,0.8794084336523541,0.3794084336523541,0.5,A,True,1.0,1.0
90,0.8189660349316603,0.5897106283196755,second_price,locked,0.5,0.8189660349316603,0.5897106283196755,A,False,0.5897106283196755,0.8189660349316603,0.22925540661198485,0.5897106283196755,A,True,1.0,1.0
91,0.42795179330678346,0.30671540810785336,second_price,locked,0.5,0.42795179330678346,0.30671540810785336,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
92,0.8868044478195107,0.5787793745941794,second_price,locked,0.5,0.8868044478195107,0.5787793745941794,A,False,0.5787793745941794,0.8868044478195107,0.30802507322533135,0.5787793745941794,A,True,1.0,1.0
93,0.5673754064923058,0.974302383183546,second_price,locked,0.5,0.5673754064923058,0.974302383183546,B,False,0.5673754064923058,0.974302383183546,0.4069269766912402,0.5673754064923058,B,True,1.0,1.0
94,0.7537777741335977,0.03303588659277035,second_price,locked,0.5,0.7537777741335977,0.03303588659277035,A,False,0.5,0.7537777741335977,0.2537777741335977,0.5,A,True,1.0,1.0
95,0.6843112001490067,0.25707414220332214,second_price,locked,0.5,0.6843112001490067,0.25707414220332214,A,False,0.5,0.6843112001490067,0.1843112001490067,0.5,A,True,1.0,1.0
96,0.10049008514252944,0.3300839270378466,second_price,locked,0.5,0.10049008514252944,0.3300839270378466,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
97,0.06240735113539664,0.5470344565126419,second_price,locked,0.5,0.06240735113539664,0.5470344565126419,B,False,0.5,0.5470344565126419,0.04703445651264193,0.5,B,True,1.0,1.0
98,0.24616766841629356,0.8929253521721466,second_price,locked,0.5,0.24616766841629356,0.8929253521721466,B,False,0.5,0.8929253521721466,0.39292535217214664,0.5,B,True,1.0,1.0
99,0.12332426210329894,0.29817084176128084,second_price,locked,0.5,0.12332426210329894,0.29817084176128084,None,True,0.0,0.0,0.0,0.0,B,False,0.0,
0,0.8590731872829143,0.9412268396025271,second_price,portable,0.2,0.8590731872829143,0.9412268396025271,B,False,0.8590731872829143,0.9412268396025271,0.0821536523196128,0.8590731872829143,B,True,1.0,1.0
1,0.2362183924572261,0.6787825442456612,second_price,portable,0.2,0.2362183924572261,0.6787825442456612,B,False,0.2362183924572261,0.6787825442456612,0.4425641517884351,0.2362183924572261,B,True,1.0,1.0
2,0.980543205345165,0.10647728395927636,second_price,portable,0.2,0.980543205345165,0.10647728395927636,A,False,0.2,0.980543205345165,0.7805432053451651,0.2,A,True,1.0,1.0
3,0.4862863009385532,0.956191760759899,second_price,portable,0.2,0.4862863009385532,0.956191760759899,B,False,0.4862863009385532,0.956191760759899,0.4699054598213458,0.4862863009385532,B,True,1.0,1.0
4,0.6528786851950356,0.24457780440324572,second_price,portable,0.2,0.6528786851950356,0.24457780440324572,A,False,0.24457780440324572,0.6528786851950356,0.40830088079178983,0.24457780440324572,A,True,1.0,1.0
5,0.15638156806801617,0.12362349739914524,second_price,portable,0.2,0.15638156806801617,0.12362349739914524,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
6,0.6458246662193923,0.07102702133529726,second_price,portable,0.2,0.6458246662193923,0.07102702133529726,A,False,0.2,0.6458246662193923,0.44582466621939226,0.2,A,True,1.0,1.0
7,0.11058094237508886,0.10974701087464911,second_price,portable,0.2,0.11058094237508886,0.10974701087464911,None,True,0.0,0.0,0.0,0.0,A,False,0.0,
8,0.44019556186189424,0.9632868976504203,second_price,portable,0.2,0.44019556186189424,0.9632868976504203,B,False,0.44019556186189424,0.9632868976504203,0.5230913357885261,0.44019556186189424,B,True,1.0,1.0
