p,tau,strategy_A,strategy_B,symmetric,is_bne,max_deviation_gain,expected_payoff_A,expected_payoff_B
0.16,0.3,LL,PP,False,False,1.9000000000000001,1.0,-1.74
0.16,0.3,PL,LL,False,False,0.8999999999999999,-0.144,0.16
0.16,0.3,PL,PL,True,False,0.58,0.0672,0.0672
0.16,0.3,PL,LP,False,False,1.5799999999999998,0.9647999999999999,-1.1671999999999998
0.16,0.3,PL,PP,False,False,1.5799999999999998,1.176,-1.2599999999999998
0.16,0.3,LP,LL,False,False,1.9000000000000001,-1.596,0.8399999999999999
0.16,0.3,LP,PL,False,False,1.5799999999999998,-1.1671999999999998,0.9647999999999999
0.16,0.3,LP,LP,True,False,0.7800000000000001,0.6552,0.6552
0.16,0.3,LP,PP,False,False,1.1,1.084,0.78
0.16,0.3,PP,LL,False,False,1.9000000000000001,-1.74,1.0
0.16,0.3,PP,PL,False,False,1.5799999999999998,-1.2599999999999998,1.176
0.16,0.3,PP,LP,False,False,1.1,0.78,1.084
0.16,0.3,PP,PP,True,True,0.0,1.26,1.26
0.16,0.35,LL,LL,True,True,0.0,0.0,0.0
0.16,0.35,LL,PL,False,False,0.85,0.16,-0.136
0.16,0.35,LL,LP,False,False,1.85,0.8399999999999999,-1.554
0.16,0.35,LL,PP,False,False,1.85,1.0,-1.69
0.16,0.35,PL,LL,False,False,0.85,-0.136,0.16
0.16,0.35,PL,PL,True,False,0.53,0.07519999999999999,0.07519999999999999
0.16,0.35,PL,LP,False,False,1.53,0.9727999999999999,-1.1252
0.16,0.35,PL,PP,False,False,1.53,1.184,-1.21
0.16,0.35,LP,LL,False,False,1.85,-1.554,0.8399999999999999
0.16,0.35,LP,PL,False,False,1.53,-1.1252,0.9727999999999999
0.16,0.35,LP,LP,True,False,0.83,0.6971999999999999,0.6971999999999999
0.16,0.35,LP,PP,False,False,1.15,1.126,0.83
0.16,0.35,PP,LL,False,False,1.85,-1.69,1.0
0.16,0.35,PP,PL,False,False,1.53,-1.21,1.184
0.16,0.35,PP,LP,False,False,1.15,0.83,1.126
0.16,0.35,PP,PP,True,True,0.0,1.3099999999999998,1.3099999999999998
0.16,0.4,LL,LL,True,True,0.0,0.0,0.0
0.16,0.4,LL,PL,False,False,0.7999999999999999,0.16,-0.128
0.16,0.4,LL,LP,False,False,1.8000000000000003,0.8399999999999999,-1.5120000000000002
0.16,0.4,LL,PP,False,False,1.8000000000000003,1.0,-1.6400000000000001
0.16,0.4,PL,LL,False,False,0.7999999999999999,-0.128,0.16
0.16,0.4,PL,PL,True,False,0.48,0.0832,0.0832
0.16,0.4,PL,LP,False,False,1.4799999999999998,0.9807999999999999,-1.0831999999999997
0.16,0.4,PL,PP,False,False,1.4799999999999998,1.192,-1.1599999999999997
0.16,0.4,LP,LL,False,False,1.8000000000000003,-1.5120000000000002,0.8399999999999999
0.16,0.4,LP,PL,False,False,1.4799999999999998,-1.0831999999999997,0.9807999999999999
0.16,0.4,LP,LP,True,False,0.8800000000000002,0.7392,0.7392
0.16,0.4,LP,PP,False,False,1.2000000000000002,1.168,0.8800000000000001
0.16,0.4,PP,LL,False,False,1.8000000000000003,-1.6400000000000001,1.0
0.16,0.4,PP,PL,False,False,1.4799999999999998,-1.1599999999999997,1.192
0.16,0.4,PP,LP,False,False,1.2000000000000002,0.8800000000000001,1.168
0.16,0.4,PP,PP,True,True,0.0,1.36,1.36
0.16,0.45,LL,LL,True,True,0.0,0.0,0.0
0.16,0.45,LL,PL,False,False,0.75,0.16,-0.12
0.16,0.45,LL,LP,False,False,1.7500000000000002,0.8399999999999999,-1.4700000000000002
0.16,0.45,LL,PP,False,False,1.7500000000000002,1.0,-1.5900000000000003
0.16,0.45,PL,LL,False,False,0.75,-0.12,0.16
0.16,0.45,PL,PL,True,False,0.42999999999999994,0.0912,0.0912
0.16,0.45,PL,LP,False,False,1.43,0.9887999999999999,-1.0412
0.16,0.45,PL,PP,False,False,1.43,1.2,-1.1099999999999999
0.16,0.45,LP,LL,False,False,1.7500000000000002,-1.4700000000000002,0.8399999999999999
0.16,0.45,LP,PL,False,False,1.43,-1.0412,0.9887999999999999
0.16,0.45,LP,LP,True,False,0.93,0.7812,0.7812
0.16,0.45,LP,PP,False,False,1.25,1.21,0.93
0.16,0.45,PP,LL,False,False,1.7500000000000002,-1.5900000000000003,1.0
0.16,0.45,PP,PL,False,False,1.43,-1.1099999999999999,1.2
0.16,0.45,PP,LP,False,False,1.25,0.93,1.21
0.16,0.45,PP,PP,True,True,0.0,1.4100000000000001,1.4100000000000001
0.16,0.5,LL,LL,True,True,0.0,0.0,0.0
0.16,0.5,LL,PL,False,False,0.7,0.16,-0.11199999999999999
0.16,0.5,LL,LP,False,False,1.7000000000000002,0.8399999999999999,-1.4280000000000002
0.16,0.5,LL,PP,False,False,1.7000000000000002,1.0,-1.54
0.16,0.5,PL,LL,False,False,0.7,-0.11199999999999999,0.16
0.16,0.5,PL,PL,True,False,0.38,0.0992,0.0992
0.16,0.5,PL,LP,False,False,1.38,0.9967999999999999,-0.9992
0.16,0.5,PL,PP,False,False,1.38,1.208,-1.0599999999999998
0.16,0.5,LP,LL,False,False,1.7000000000000002,-1.4280000000000002,0.8399999999999999
0.16,0.5,LP,PL,False,False,1.38,-0.9992,0.9967999999999999
0.16,0.5,LP,LP,True,False,0.9800000000000001,0.8232,0.8232
0.16,0.5,LP,PP,False,False,1.2999999999999998,1.252,0.9800000000000001
0.16,0.5,PP,LL,False,False,1.7000000000000002,-1.54,1.0
0.16,0.5,PP,PL,False,False,1.38,-1.0599999999999998,1.208
0.16,0.5,PP,LP,False,False,1.2999999999999998,0.9800000000000001,1.252
0.16,0.5,PP,PP,True,True,0.0,1.46,1.46
0.16,0.55,LL,LL,True,True,0.0,0.0,0.0
0.16,0.55,LL,PL,False,False,0.6499999999999999,0.16,-0.10399999999999998
0.16,0.55,LL,LP,False,False,1.6500000000000001,0.8399999999999999,-1.3860000000000001
0.16,0.55,LL,PP,False,False,1.6500000000000001,1.0,-1.4900000000000002
0.16,0.55,PL,LL,False,False,0.6499999999999999,-0.10399999999999998,0.16
0.16,0.55,PL,PL,True,False,0.32999999999999996,0.1072,0.1072
0.16,0.55,PL,LP,False,False,1.3299999999999998,1.0048,-0.9571999999999999
0.16,0.55,PL,PP,False,False,1.3299999999999998,1.216,-1.0099999999999998
0.16,0.55,LP,LL,False,False,1.6500000000000001,-1.3860000000000001,0.8399999999999999
0.16,0.55,LP,PL,False,False,1.3299999999999998,-0.9571999999999999,1.0048
0.16,0.55,LP,LP,True,False,1.0300000000000002,0.8652000000000001,0.8652000000000001
0.16,0.55,LP,PP,False,False,1.35,1.294,1.0300000000000002
0.16,0.55,PP,LL,False,False,1.6500000000000001,-1.4900000000000002,1.0
0.16,0.55,PP,PL,False,False,1.3299999999999998,-1.0099999999999998,1.216
0.16,0.55,PP,LP,False,False,1.35,1.0300000000000002,1.294
0.16,0.55,PP,PP,True,True,0.0,1.5100000000000002,1.5100000000000002
0.16,0.6,LL,LL,True,True,0.0,0.0,0.0
0.16,0.6,LL,PL,False,False,0.6,0.16,-0.096
0.16,0.6,LL,LP,False,False,1.6,0.8399999999999999,-1.344
0.16,0.6,LL,PP,False,False,1.6,1.0,-1.4400000000000002
0.16,0.6,PL,LL,False,False,0.6,-0.096,0.16
0.16,0.6,PL,PL,True,False,0.28,0.1152,0.1152
0.16,0.6,PL,LP,False,False,1.28,1.0128,-0.9152000000000001
0.16,0.6,PL,PP,False,False,1.28,1.224,-0.9600000000000001
0.16,0.6,LP,LL,False,False,1.6,-1.344,0.8399999999999999
0.16,0.6,LP,PL,False,False,1.28,-0.9152000000000001,1.0128
0.16,0.6,LP,LP,True,False,1.08,0.9072,0.9072
0.16,0.6,LP,PP,False,False,1.4,1.3359999999999999,1.08
0.16,0.6,PP,LL,False,False,1.6,-1.4400000000000002,1.0
0.16,0.6,PP,PL,False,False,1.28,-0.9600000000000001,1.224
0.16,0.6,PP,LP,False,False,1.4,1.08,1.3359999999999999
0.16,0.6,PP,PP,True,True,0.0,1.56,1.56
0.16,0.65,LL,LL,True,True,0.0,0.0,0.0
0.16,0.65,LL,PL,False,False,0.5499999999999999,0.16,-0.088
0.16,0.65,LL,LP,False,False,1.5500000000000003,0.8399999999999999,-1.3020000000000003
0.16,0.65,LL,PP,False,False,1.5500000000000003,1.0,-1.3900000000000003
0.16,0.65,PL,LL,False,False,0.5499999999999999,-0.088,0.16
0.16,0.65,PL,PL,True,False,0.22999999999999995,0.1232,0.1232
0.16,0.65,PL,LP,False,False,1.2299999999999998,1.0208,-0.8731999999999999
0.16,0.65,PL,PP,False,False,1.2299999999999998,1.232,-0.9099999999999998
0.16,0.65,LP,LL,False,False,1.5500000000000003,-1.3020000000000003,0.8399999999999999
0.16,0.65,LP,PL,False,False,1.2299999999999998,-0.8731999999999999,1.0208
0.16,0.65,LP,LP,True,False,1.1300000000000003,0.9492,0.9492
0.16,0.65,LP,PP,False,False,1.4500000000000002,1.3780000000000001,1.1300000000000001
0.16,0.65,PP,LL,False,False,1.5500000000000003,-1.3900000000000003,1.0
0.16,0.65,PP,PL,False,False,1.2299999999999998,-0.9099999999999998,1.232
0.16,0.65,PP,LP,False,False,1.4500000000000002,1.1300000000000001,1.3780000000000001
0.16,0.65,PP,PP,True,True,0.0,1.6100000000000003,1.6100000000000003
0.16,0.7,LL,LL,True,True,0.0,0.0,0.0
0.16,0.7,LL,PL,False,False,0.5,0.16,-0.08
0.16,0.7,LL,LP,False,False,1.5000000000000002,0.8399999999999999,-1.2600000000000002
0.16,0.7,LL,PP,False,False,1.5000000000000002,1.0,-1.3400000000000003
0.16,0.7,PL,LL,False,False,0.5,-0.08,0.16
0.16,0.7,PL,PL,True,False,0.18000000000000002,0.13119999999999998,0.13119999999999998
0.16,0.7,PL,LP,False,False,1.18,1.0288,-0.8312
0.16,0.7,PL,PP,False,False,1.18,1.24,-0.86
0.16,0.7,LP,LL,False,False,1.5000000000000002,-1.2600000000000002,0.8399999999999999
0.16,0.7,LP,PL,False,False,1.18,-0.8312,1.0288
0.16,0.7,LP,LP,True,False,1.1800000000000002,0.9912,0.9912
0.16,0.7,LP,PP,False,False,1.5,1.42,1.18
0.16,0.7,PP,LL,False,False,1.5000000000000002,-1.3400000000000003,1.0
0.16,0.7,PP,PL,False,False,1.18,-0.86,1.24
0.16,0.7,PP,LP,False,False,1.5,1.18,1.42
0.16,0.7,PP,PP,True,True,0.0,1.6600000000000001,1.6600000000000001
0.16,0.75,LL,LL,True,True,0.0,0.0,0.0
0.16,0.75,LL,PL,False,False,0.44999999999999996,0.16,-0.072
0.16,0.75,LL,LP,False,False,1.4500000000000002,0.8399999999999999,-1.2180000000000002
0.16,0.75,LL,PP,False,False,1.5499999999999998,1.0,-1.2900000000000003
0.16,0.75,PL,LL,False,False,0.44999999999999996,-0.072,0.16
0.16,0.75,PL,PL,True,False,0.12999999999999998,0.1392,0.1392
0.16,0.75,PL,LP,False,False,1.13,1.0368,-0.7892
0.16,0.75,PL,PP,False,False,1.13,1.248,-0.8099999999999999
0.16,0.75,LP,LL,False,False,1.4500000000000002,-1.2180000000000002,0.8399999999999999
0.16,0.75,LP,PL,False,False,1.13,-0.7892,1.0368
0.16,0.75,LP,LP,True,False,1.2300000000000004,1.0332000000000001,1.0332000000000001
0.16,0.75,LP,PP,False,False,1.5499999999999998,1.462,1.23
0.16,0.75,PP,LL,False,False,1.5499999999999998,-1.2900000000000003,1.0
0.16,0.75,PP,PL,False,False,1.13,-0.8099999999999999,1.248
0.16,0.75,PP,LP,False,False,1.5499999999999998,1.23,1.462
0.16,0.75,PP,PP,True,True,0.0,1.71,1.71
0.16,0.8,LL,LL,True,True,0.0,0.0,0.0
0.16,0.8,LL,PL,False,False,0.3999999999999999,0.16,-0.06399999999999999
0.16,0.8,LL,LP,False,False,1.4000000000000001,0.8399999999999999,-1.1760000000000002
0.16,0.8,LL,PP,False,False,1.6,1.0,-1.2400000000000002
0.16,0.8,PL,LL,False,False,0.3999999999999999,-0.06399999999999999,0.16
0.16,0.8,PL,PL,True,False,0.07999999999999993,0.1472,0.1472
0.16,0.8,PL,LP,False,False,1.0799999999999998,1.0448,-0.7472
0.16,0.8,PL,PP,False,False,1.0799999999999998,1.256,-0.7599999999999999
0.16,0.8,LP,LL,False,False,1.4000000000000001,-1.1760000000000002,0.8399999999999999
0.16,0.8,LP,PL,False,False,1.0799999999999998,-0.7472,1.0448
0.16,0.8,LP,LP,True,False,1.2800000000000002,1.0752000000000002,1.0752000000000002
0.16,0.8,LP,PP,False,False,1.6,1.504,1.28
0.16,0.8,PP,LL,False,False,1.6,-1.2400000000000002,1.0
0.16,0.8,PP,PL,False,False,1.0799999999999998,-0.7599999999999999,1.256
0.16,0.8,PP,LP,False,False,1.6,1.28,1.504
0.16,0.8,PP,PP,True,True,0.0,1.7600000000000002,1.7600000000000002
0.16,0.85,LL,LL,True,True,0.0,0.0,0.0
0.16,0.85,LL,PL,False,False,0.35,0.16,-0.055999999999999994
0.16,0.85,LL,LP,False,False,1.35,0.8399999999999999,-1.1340000000000001
0.16,0.85,LL,PP,False,False,1.65,1.0,-1.1900000000000002
0.16,0.85,PL,LL,False,False,0.35,-0.055999999999999994,0.16
0.16,0.85,PL,PL,True,False,0.03,0.1552,0.1552
0.16,0.85,PL,LP,False,False,1.03,1.0528,-0.7052
0.16,0.85,PL,PP,False,False,1.03,1.264,-0.71
0.16,0.85,LP,LL,False,False,1.35,-1.1340000000000001,0.8399999999999999
0.16,0.85,LP,PL,False,False,1.03,-0.7052,1.0528
0.16,0.85,LP,LP,True,False,1.33,1.1172,1.1172
0.16,0.85,LP,PP,False,False,1.65,1.5459999999999998,1.3299999999999998
0.16,0.85,PP,LL,False,False,1.65,-1.1900000000000002,1.0
0.16,0.85,PP,PL,False,False,1.03,-0.71,1.264
0.16,0.85,PP,LP,False,False,1.65,1.3299999999999998,1.5459999999999998
0.16,0.85,PP,PP,True,True,0.0,1.8099999999999998,1.8099999999999998
0.16,0.9,LL,LL,True,True,0.0,0.0,0.0
0.16,0.9,LL,PL,False,False,0.29999999999999993,0.16,-0.04799999999999999
0.16,0.9,LL,LP,False,False,1.3800000000000003,0.8399999999999999,-1.092
0.16,0.9,LL,PP,False,False,1.7000000000000002,1.0,-1.1400000000000001
0.16,0.9,PL,LL,False,False,0.29999999999999993,-0.04799999999999999,0.16
0.16,0.9,PL,PL,True,True,0.0,0.1632,0.1632
0.16,0.9,PL,LP,False,False,0.98,1.0608,-0.6632
0.16,0.9,PL,PP,False,False,0.98,1.272,-0.6599999999999999
0.16,0.9,LP,LL,False,False,1.3800000000000003,-1.092,0.8399999999999999
0.16,0.9,LP,PL,False,False,0.98,-0.6632,1.0608
0.16,0.9,LP,LP,True,False,1.3800000000000003,1.1592000000000002,1.1592000000000002
0.16,0.9,LP,PP,False,False,1.7000000000000002,1.588,1.3800000000000001
0.16,0.9,PP,LL,False,False,1.7000000000000002,-1.1400000000000001,1.0
0.16,0.9,PP,PL,False,False,0.98,-0.6599999999999999,1.272
0.16,0.9,PP,LP,False,False,1.7000000000000002,1.3800000000000001,1.588
0.16,0.9,PP,PP,True,True,0.0,1.8600000000000003,1.8600000000000003
0.16,0.95,LL,LL,True,True,0.0,0.0,0.0
0.16,0.95,LL,PL,False,False,0.25,0.16,-0.04
0.16,0.95,LL,LP,False,False,1.4300000000000002,0.8399999999999999,-1.05
0.16,0.95,LL,PP,False,False,1.75,1.0,-1.09
0.16,0.95,PL,LL,False,False,0.25,-0.04,0.16
0.16,0.95,PL,PL,True,True,0.0,0.1712,0.1712
0.16,0.95,PL,LP,False,False,0.93,1.0688,-0.6212000000000001
0.16,0.95,PL,PP,False,False,0.93,1.28,-0.6100000000000001
0.16,0.95,LP,LL,False,False,1.4300000000000002,-1.05,0.8399999999999999
0.16,0.95,LP,PL,False,False,0.93,-0.6212000000000001,1.0688
0.16,0.95,LP,LP,True,False,1.4300000000000002,1.2012,1.2012
0.16,0.95,LP,PP,False,False,1.75,1.63,1.43
0.16,0.95,PP,LL,False,False,1.75,-1.09,1.0
0.16,0.95,PP,PL,False,False,0.93,-0.6100000000000001,1.28
0.16,0.95,PP,LP,False,False,1.75,1.43,1.63
0.16,0.95,PP,PP,True,True,0.0,1.91,1.91
0.16,1.0,LL,LL,True,True,0.0,0.0,0.0
0.16,1.0,LL,PL,False,False,0.19999999999999996,0.16,-0.031999999999999994
0.16,1.0,LL,LP,False,False,1.4800000000000004,0.8399999999999999,-1.008
0.16,1.0,LL,PP,False,False,1.7999999999999998,1.0,-1.04
0.16,1.0,PL,LL,False,False,0.19999999999999996,-0.031999999999999994,0.16
0.16,1.0,PL,PL,True,True,0.0,0.1792,0.1792
0.16,1.0,PL,LP,False,False,0.88,1.0768,-0.5792
0.16,1.0,PL,PP,False,False,0.88,1.2879999999999998,-0.56
0.16,1.0,LP,LL,False,False,1.4800000000000004,-1.008,0.8399999999999999
0.16,1.0,LP,PL,False,False,0.88,-0.5792,1.0768
0.16,1.0,LP,LP,True,False,1.4800000000000004,1.2432,1.2432
0.16,1.0,LP,PP,False,False,1.7999999999999998,1.672,1.48
0.16,1.0,PP,LL,False,False,1.7999999999999998,-1.04,1.0
0.16,1.0,PP,PL,False,False,0.88,-0.56,1.2879999999999998
0.16,1.0,PP,LP,False,False,1.7999999999999998,1.48,1.672
0.16,1.0,PP,PP,True,True,0.0,1.96,1.96
0.16,1.05,LL,LL,True,True,0.0,0.0,0.0
0.16,1.05,LL,PL,False,False,0.17000000000000007,0.16,-0.023999999999999987
0.16,1.05,LL,LP,False,False,1.5300000000000002,0.8399999999999999,-0.9660000000000001
0.16,1.05,LL,PP,False,False,1.85,1.0,-0.9900000000000001
0.16,1.05,PL,LL,False,False,0.17000000000000007,-0.023999999999999987,0.16
0.16,1.05,PL,PL,True,True,0.0,0.1872,0.1872
0.16,1.05,PL,LP,False,False,0.83,1.0848,-0.5372
0.16,1.05,PL,PP,False,False,0.8500000000000001,1.296,-0.51
0.16,1.05,LP,LL,False,False,1.5300000000000002,-0.9660000000000001,0.8399999999999999
0.16,1.05,LP,PL,False,False,0.83,-0.5372,1.0848
0.16,1.05,LP,LP,True,False,1.5300000000000002,1.2852000000000001,1.2852000000000001
0.16,1.05,LP,PP,False,False,1.85,1.714,1.53
0.16,1.05,PP,LL,False,False,1.85,-0.9900000000000001,1.0
0.16,1.05,PP,PL,False,False,0.8500000000000001,-0.51,1.296
0.16,1.05,PP,LP,False,False,1.85,1.53,1.714
0.16,1.05,PP,PP,True,True,0.0,2.0100000000000002,2.0100000000000002
0.16,1.1,LL,LL,True,True,0.0,0.0,0.0
0.16,1.1,LL,PL,False,False,0.2200000000000001,0.16,-0.01599999999999998
0.16,1.1,LL,LP,False,False,1.58,0.8399999999999999,-0.924
0.16,1.1,LL,PP,False,False,1.9000000000000004,1.0,-0.9400000000000001
0.16,1.1,PL,LL,False,False,0.2200000000000001,-0.01599999999999998,0.16
0.16,1.1,PL,PL,True,True,0.0,0.1952,0.1952
0.16,1.1,PL,LP,False,False,0.7799999999999999,1.0928,-0.4951999999999999
0.16,1.1,PL,PP,False,False,0.9000000000000001,1.304,-0.4599999999999999
0.16,1.1,LP,LL,False,False,1.58,-0.924,0.8399999999999999
0.16,1.1,LP,PL,False,False,0.7799999999999999,-0.4951999999999999,1.0928
0.16,1.1,LP,LP,True,False,1.58,1.3272000000000002,1.3272000000000002
0.16,1.1,LP,PP,False,False,1.9000000000000004,1.756,1.58
0.16,1.1,PP,LL,False,False,1.9000000000000004,-0.9400000000000001,1.0
0.16,1.1,PP,PL,False,False,0.9000000000000001,-0.4599999999999999,1.304
0.16,1.1,PP,LP,False,False,1.9000000000000004,1.58,1.756
0.16,1.1,PP,PP,True,True,0.0,2.06,2.06
0.16,1.15,LL,LL,True,True,0.0,0.0,0.0
0.16,1.15,LL,PL,False,False,0.2699999999999999,0.16,-0.008000000000000007
0.16,1.15,LL,LP,False,False,1.63,0.8399999999999999,-0.8820000000000002
0.16,1.15,LL,PP,False,False,1.9500000000000002,1.0,-0.8900000000000002
0.16,1.15,PL,LL,False,False,0.2699999999999999,-0.008000000000000007,0.16
0.16,1.15,PL,PL,True,True,0.0,0.2032,0.2032
0.16,1.15,PL,LP,False,False,0.7300000000000001,1.1008,-0.45320000000000005
0.16,1.15,PL,PP,False,False,0.95,1.312,-0.4100000000000001
0.16,1.15,LP,LL,False,False,1.63,-0.8820000000000002,0.8399999999999999
0.16,1.15,LP,PL,False,False,0.7300000000000001,-0.45320000000000005,1.1008
0.16,1.15,LP,LP,True,False,1.63,1.3692,1.3692
0.16,1.15,LP,PP,False,False,1.9500000000000002,1.7979999999999998,1.63
0.16,1.15,PP,LL,False,False,1.9500000000000002,-0.8900000000000002,1.0
0.16,1.15,PP,PL,False,False,0.95,-0.4100000000000001,1.312
0.16,1.15,PP,LP,False,False,1.9500000000000002,1.63,1.7979999999999998
0.16,1.15,PP,PP,True,True,0.0,2.11,2.11
0.16,1.2,LL,LL,True,True,0.0,0.0,0.0
0.16,1.2,LL,PL,False,False,0.31999999999999995,0.16,0.0
0.16,1.2,LL,LP,False,False,1.6800000000000002,0.8399999999999999,-0.8400000000000002
0.16,1.2,LL,PP,False,False,2.0,1.0,-0.8400000000000002
0.16,1.2,PL,LL,False,False,0.31999999999999995,0.0,0.16
0.16,1.2,PL,PL,True,True,0.0,0.2112,0.2112
0.16,1.2,PL,LP,False,False,0.68,1.1088,-0.4112
0.16,1.2,PL,PP,False,False,1.0,1.3199999999999998,-0.36000000000000004
0.16,1.2,LP,LL,False,False,1.6800000000000002,-0.8400000000000002,0.8399999999999999
0.16,1.2,LP,PL,False,False,0.68,-0.4112,1.1088
0.16,1.2,LP,LP,True,False,1.6800000000000002,1.4112,1.4112
0.16,1.2,LP,PP,False,False,2.0,1.8399999999999999,1.68
0.16,1.2,PP,LL,False,False,2.0,-0.8400000000000002,1.0
0.16,1.2,PP,PL,False,False,1.0,-0.36000000000000004,1.3199999999999998
0.16,1.2,PP,LP,False,False,2.0,1.68,1.8399999999999999
0.16,1.2,PP,PP,True,True,0.0,2.16,2.16
0.16,1.25,LL,LL,True,False,0.050000000000000044,0.0,0.0
0.16,1.25,LL,PL,False,False,0.37,0.16,0.008000000000000007
0.16,1.25,LL,LP,False,False,1.7300000000000004,0.8399999999999999,-0.7980000000000002
0.16,1.25,LL,PP,False,False,2.05,1.0,-0.7900000000000001
0.16,1.25,PL,LL,False,False,0.37,0.008000000000000007,0.16
0.16,1.25,PL,PL,True,True,0.0,0.2192,0.2192
0.16,1.25,PL,LP,False,False,0.7300000000000001,1.1168,-0.3692
0.16,1.25,PL,PP,False,False,1.0499999999999998,1.3279999999999998,-0.31
0.16,1.25,LP,LL,False,False,1.7300000000000004,-0.7980000000000002,0.8399999999999999
0.16,1.25,LP,PL,False,False,0.7300000000000001,-0.3692,1.1168
0.16,1.25,LP,LP,True,False,1.7300000000000004,1.4532,1.4532
0.16,1.25,LP,PP,False,False,2.05,1.8819999999999997,1.73
0.16,1.25,PP,LL,False,False,2.05,-0.7900000000000001,1.0
0.16,1.25,PP,PL,False,False,1.0499999999999998,-0.31,1.3279999999999998
0.16,1.25,PP,LP,False,False,2.05,1.73,1.8819999999999997
0.16,1.25,PP,PP,True,True,0.0,2.21,2.21
0.16,1.3,LL,LL,True,False,0.10000000000000009,0.0,0.0
0.16,1.3,LL,PL,False,False,0.42000000000000004,0.16,0.016000000000000014
0.16,1.3,LL,LP,False,False,1.7800000000000002,0.8399999999999999,-0.7560000000000001
0.16,1.3,LL,PP,False,False,2.1,1.0,-0.7400000000000001
0.16,1.3,PL,LL,False,False,0.42000000000000004,0.016000000000000014,0.16
0.16,1.3,PL,PL,True,True,0.0,0.2272,0.2272
0.16,1.3,PL,LP,False,False,0.7800000000000001,1.1248,-0.32719999999999994
0.16,1.3,PL,PP,False,False,1.1,1.336,-0.25999999999999995
0.16,1.3,LP,LL,False,False,1.7800000000000002,-0.7560000000000001,0.8399999999999999
0.16,1.3,LP,PL,False,False,0.7800000000000001,-0.32719999999999994,1.1248
0.16,1.3,LP,LP,True,False,1.7800000000000002,1.4952,1.4952
0.16,1.3,LP,PP,False,False,2.1,1.924,1.78
0.16,1.3,PP,LL,False,False,2.1,-0.7400000000000001,1.0
0.16,1.3,PP,PL,False,False,1.1,-0.25999999999999995,1.336
0.16,1.3,PP,LP,False,False,2.1,1.78,1.924
0.16,1.3,PP,PP,True,True,0.0,2.2600000000000002,2.2600000000000002
0.16,1.35,LL,LL,True,False,0.15000000000000013,0.0,0.0
0.16,1.35,LL,PL,False,False,0.4700000000000001,0.16,0.02400000000000002
0.16,1.35,LL,LP,False,False,1.83,0.8399999999999999,-0.7140000000000001
0.16,1.35,LL,PP,False,False,2.1500000000000004,1.0,-0.6900000000000001
0.16,1.35,PL,LL,False,False,0.4700000000000001,0.02400000000000002,0.16
0.16,1.35,PL,PL,True,True,0.0,0.23520000000000002,0.23520000000000002
0.16,1.35,PL,LP,False,False,0.8300000000000002,1.1328,-0.2851999999999999
0.16,1.35,PL,PP,False,False,1.1500000000000004,1.344,-0.2099999999999999
0.16,1.35,LP,LL,False,False,1.83,-0.7140000000000001,0.8399999999999999
0.16,1.35,LP,PL,False,False,0.8300000000000002,-0.2851999999999999,1.1328
0.16,1.35,LP,LP,True,False,1.83,1.5372000000000001,1.5372000000000001
0.16,1.35,LP,PP,False,False,2.1500000000000004,1.9660000000000002,1.83
0.16,1.35,PP,LL,False,False,2.1500000000000004,-0.6900000000000001,1.0
0.16,1.35,PP,PL,False,False,1.1500000000000004,-0.2099999999999999,1.344
0.16,1.35,PP,LP,False,False,2.1500000000000004,1.83,1.9660000000000002
0.16,1.35,PP,PP,True,True,0.0,2.3100000000000005,2.3100000000000005
0.16,1.4,LL,LL,True,False,0.19999999999999996,0.0,0.0
0.16,1.4,LL,PL,False,False,0.5199999999999999,0.16,0.031999999999999994
0.16,1.4,LL,LP,False,False,1.88,0.8399999999999999,-0.6720000000000002
0.16,1.4,LL,PP,False,False,2.2,1.0,-0.6400000000000001
0.16,1.4,PL,LL,False,False,0.5199999999999999,0.031999999999999994,0.16
0.16,1.4,PL,PL,True,True,0.0,0.24319999999999997,0.24319999999999997
0.16,1.4,PL,LP,False,False,0.88,1.1407999999999998,-0.24320000000000003
0.16,1.4,PL,PP,False,False,1.2000000000000002,1.3519999999999999,-0.16000000000000003
0.16,1.4,LP,LL,False,False,1.88,-0.6720000000000002,0.8399999999999999
0.16,1.4,LP,PL,False,False,0.88,-0.24320000000000003,1.1407999999999998
0.16,1.4,LP,LP,True,False,1.88,1.5792,1.5792
0.16,1.4,LP,PP,False,False,2.2,2.008,1.88
0.16,1.4,PP,LL,False,False,2.2,-0.6400000000000001,1.0
0.16,1.4,PP,PL,False,False,1.2000000000000002,-0.16000000000000003,1.3519999999999999
0.16,1.4,PP,LP,False,False,2.2,1.88,2.008
0.16,1.4,PP,PP,True,True,0.0,2.3600000000000003,2.3600000000000003
0.16,1.45,LL,LL,True,False,0.25,0.0,0.0
0.16,1.45,LL,PL,False,False,0.57,0.16,0.04
0.16,1.45,LL,LP,False,False,1.9300000000000002,0.8399999999999999,-0.6300000000000001
0.16,1.45,LL,PP,False,False,2.25,1.0,-0.5900000000000001
0.16,1.45,PL,LL,False,False,0.57,0.04,0.16
0.16,1.45,PL,PL,True,True,0.0,0.2512,0.2512
0.16,1.45,PL,LP,False,False,0.93,1.1488,-0.2012
0.16,1.45,PL,PP,False,False,1.25,1.3599999999999999,-0.11
0.16,1.45,LP,LL,False,False,1.9300000000000002,-0.6300000000000001,0.8399999999999999
0.16,1.45,LP,PL,False,False,0.93,-0.2012,1.1488
